,zipcode,population,pop_density_sq_mile,housing_units,median_home_price,land_area_sq_mile,water_area_sq_mile,occupied_housing_units,median_household_income,median_age,race_per_white,race_per_black_or_aframr,race_per_native_american,race_per_asian,race_per_pacific_islander,race_per_other,race_per_two_or_more,housing_per_owned_w_mortgage,housing_per_owned_free_clear,housing_per_renter_occupied,housing_per_vacant,vacant_per_for_rent,vacant_per_rented_unoccupied,vacant_per_for_sale,vacant_per_sold_unoccupied,vacant_per_seasonal_recreational,vacant_per_migrant_workers,vacant_per_others,edu_per_less_than_hs,edu_per_hs,edu_per_associates,edu_per_bachelors,edu_per_masters,edu_per_professional,edu_per_phd,child_edu_per_enrolled_public,child_edu_per_enrolled_private,child_edu_per_not_enrolled
168,81019,"1,690",170,731,"$163,200",9.93,0.10,658,"$39,677",47,93.6&percnt,0.7&percnt,1.8&percnt,0.3&percnt,0.0&percnt,1.5&percnt,2.2&percnt,47&percnt,22&percnt,21&percnt,10&percnt,25&percnt,0&percnt,18&percnt,7&percnt,19&percnt,0&percnt,32&percnt,5&percnt,59&percnt,13&percnt,19&percnt,2&percnt,0&percnt,2&percnt,90&percnt,0&percnt,10&percnt
169,81039,"1,856",3,936,"$101,500",590.13,1.16,799,"$37,931",44,91.4&percnt,0.1&percnt,0.2&percnt,0.2&percnt,0.0&percnt,6.0&percnt,2.1&percnt,35&percnt,24&percnt,26&percnt,15&percnt,17&percnt,2&percnt,11&percnt,7&percnt,9&percnt,0&percnt,54&percnt,11&percnt,64&percnt,9&percnt,11&percnt,4&percnt,0&percnt,1&percnt,73&percnt,26&percnt,2&percnt
170,80520,"1,498","3,717",559,"$166,700",0.40,0.00,530,"$51,375",37,81.2&percnt,0.5&percnt,1.1&percnt,0.3&percnt,0.2&percnt,13.8&percnt,2.9&percnt,68&percnt,10&percnt,17&percnt,5&percnt,24&percnt,3&percnt,34&percnt,3&percnt,3&percnt,0&percnt,31&percnt,2&percnt,55&percnt,30&percnt,7&percnt,6&percnt,0&percnt,0&percnt,85&percnt,0&percnt,15&percnt
171,80926,"1,403",22,619,"$155,000",64.69,0.00,561,"$54,514",46,88.3&percnt,1.5&percnt,1.2&percnt,0.6&percnt,0.9&percnt,1.9&percnt,5.5&percnt,55&percnt,22&percnt,13&percnt,9&percnt,12&percnt,0&percnt,29&percnt,9&percnt,22&percnt,0&percnt,28&percnt,5&percnt,52&percnt,6&percnt,22&percnt,13&percnt,0&percnt,2&percnt,98&percnt,0&percnt,2&percnt
172,81022,"1,560",4,659,"$118,300",426.09,1.23,566,"$47,500",40,85.3&percnt,0.8&percnt,1.8&percnt,0.4&percnt,0.2&percnt,8.7&percnt,2.8&percnt,46&percnt,22&percnt,17&percnt,14&percnt,6&percnt,1&percnt,15&percnt,9&percnt,14&percnt,1&percnt,54&percnt,15&percnt,56&percnt,15&percnt,8&percnt,5&percnt,0&percnt,1&percnt,74&percnt,14&percnt,12&percnt
173,81062,"2,439",10,374,"$70,000",238.85,0.31,310,"$38,375",36,77&percnt,14&percnt,2&percnt,1&percnt,0&percnt,4&percnt,1&percnt,36&percnt,25&percnt,23&percnt,17&percnt,14&percnt,0&percnt,6&percnt,16&percnt,3&percnt,0&percnt,61&percnt,28.9&percnt,63.7&percnt,2.2&percnt,4.4&percnt,0.7&percnt,0.0&percnt,0.1&percnt,93&percnt,3&percnt,5&percnt
174,81055,"1,339",5,"1,679","$253,000",257.22,0.22,677,"$44,479",54,92.1&percnt,0.1&percnt,0.9&percnt,0.1&percnt,0.2&percnt,2.9&percnt,3.6&percnt,17&percnt,12&percnt,11&percnt,60&percnt,4.5&percnt,0.0&percnt,4.2&percnt,0.2&percnt,84.6&percnt,0.0&percnt,6.5&percnt,6&percnt,41&percnt,8&percnt,26&percnt,13&percnt,2&percnt,4&percnt,80&percnt,0&percnt,20&percnt
175,80512,"2,185",4,"1,762","$300,000",490.88,3.92,991,"$61,599",50,95.6&percnt,0.0&percnt,0.7&percnt,0.5&percnt,0.2&percnt,0.3&percnt,2.7&percnt,31&percnt,16&percnt,9&percnt,44&percnt,1.3&percnt,0.0&percnt,2.7&percnt,0.6&percnt,89.1&percnt,0.0&percnt,6.2&percnt,4&percnt,44&percnt,7&percnt,26&percnt,10&percnt,2&percnt,8&percnt,84&percnt,12&percnt,4&percnt
176,81334,"1,493",4,533,"$104,300",355.44,0.01,466,"$29,593",27,1.9&percnt,0.0&percnt,95.5&percnt,0.0&percnt,0.0&percnt,0.1&percnt,2.5&percnt,11&percnt,36&percnt,40&percnt,13&percnt,12&percnt,0&percnt,0&percnt,0&percnt,19&percnt,0&percnt,69&percnt,21.9&percnt,68.8&percnt,4.7&percnt,3.8&percnt,0.4&percnt,0.0&percnt,0.4&percnt,92&percnt,2&percnt,6&percnt
177,80650,"1,432",28,571,"$143,600",50.72,0.13,535,"$54,891",39,89.2&percnt,0.2&percnt,1.8&percnt,0.6&percnt,0.0&percnt,6.2&percnt,2.0&percnt,57&percnt,16&percnt,21&percnt,6&percnt,33&percnt,0&percnt,25&percnt,0&percnt,6&percnt,0&percnt,36&percnt,15&percnt,64&percnt,7&percnt,8&percnt,5&percnt,1&percnt,0&percnt,90&percnt,4&percnt,6&percnt
178,81410,"1,655",72,771,"$191,000",22.85,0.36,704,"$38,977",51,91.1&percnt,0.4&percnt,0.8&percnt,0.8&percnt,0.0&percnt,3.3&percnt,3.7&percnt,44&percnt,32&percnt,16&percnt,9&percnt,15&percnt,0&percnt,19&percnt,6&percnt,15&percnt,1&percnt,43&percnt,15&percnt,72&percnt,7&percnt,4&percnt,2&percnt,0&percnt,0&percnt,97&percnt,3&percnt,0&percnt
179,80045,277,413,173,,0.67,0.00,148,"$33,500",29,73&percnt,5&percnt,2&percnt,14&percnt,0&percnt,2&percnt,5&percnt,0&percnt,0&percnt,86&percnt,14&percnt,84&percnt,8&percnt,0&percnt,0&percnt,4&percnt,0&percnt,4&percnt,6&percnt,21&percnt,0&percnt,43&percnt,11&percnt,9&percnt,11&percnt,100&percnt,0&percnt,0&percnt
180,80741,935,4,417,"$143,600",227.61,1.19,372,"$46,618",41,95.9&percnt,0.0&percnt,0.4&percnt,0.0&percnt,0.0&percnt,1.7&percnt,1.9&percnt,39&percnt,29&percnt,21&percnt,11&percnt,7&percnt,2&percnt,2&percnt,4&percnt,22&percnt,0&percnt,62&percnt,6.1&percnt,57.0&percnt,13.1&percnt,16.6&percnt,5.6&percnt,1.3&percnt,0.3&percnt,86&percnt,3&percnt,11&percnt
181,80482,"1,630",13,"3,316","$469,700",129.78,0.03,762,"$61,000",41,95.5&percnt,0.4&percnt,0.2&percnt,1.3&percnt,0.1&percnt,1.5&percnt,1.2&percnt,10&percnt,5&percnt,8&percnt,77&percnt,4.5&percnt,1.0&percnt,3.0&percnt,0.3&percnt,89.0&percnt,0.0&percnt,2.3&percnt,6&percnt,37&percnt,3&percnt,42&percnt,10&percnt,3&percnt,1&percnt,100&percnt,0&percnt,0&percnt
182,81430,727,3,647,"$584,700",254.42,0.11,323,"$70,325",45,96.4&percnt,0.0&percnt,0.1&percnt,0.3&percnt,0.6&percnt,1.5&percnt,1.1&percnt,30&percnt,10&percnt,11&percnt,50&percnt,3.1&percnt,0.9&percnt,4.9&percnt,0.6&percnt,84.6&percnt,0.3&percnt,5.6&percnt,1&percnt,25&percnt,2&percnt,48&percnt,10&percnt,2&percnt,11&percnt,100&percnt,0&percnt,0&percnt
183,80449,909,2,"1,505","$200,800",593.33,8.64,416,"$41,181",51,94.2&percnt,0.0&percnt,1.5&percnt,0.6&percnt,0.0&percnt,1.8&percnt,2.0&percnt,17&percnt,7&percnt,3&percnt,72&percnt,0.5&percnt,0.0&percnt,3.0&percnt,0.1&percnt,93.4&percnt,0.2&percnt,2.8&percnt,8&percnt,62&percnt,4&percnt,12&percnt,14&percnt,0&percnt,0&percnt,,,
184,81149,838,1,619,"$135,700",834.94,0.19,394,"$31,528",50,87.6&percnt,0.4&percnt,2.4&percnt,0.5&percnt,0.0&percnt,6.4&percnt,2.7&percnt,24&percnt,21&percnt,18&percnt,36&percnt,8.0&percnt,0.4&percnt,5.8&percnt,0.4&percnt,52.0&percnt,0.4&percnt,32.9&percnt,15&percnt,60&percnt,6&percnt,10&percnt,6&percnt,1&percnt,2&percnt,99&percnt,0&percnt,1&percnt
185,81041,760,2,393,"$53,200",458.58,1.10,260,"$27,143",34,74.9&percnt,0.3&percnt,0.9&percnt,0.3&percnt,0.0&percnt,22.1&percnt,1.6&percnt,18&percnt,25&percnt,23&percnt,34&percnt,17.3&percnt,0.8&percnt,1.5&percnt,0.8&percnt,16.5&percnt,39.8&percnt,23.3&percnt,44&percnt,46&percnt,2&percnt,7&percnt,1&percnt,0&percnt,0&percnt,93&percnt,0&percnt,7&percnt
186,80420,933,24,884,"$286,000",39.61,0.28,455,"$44,375",39,96.9&percnt,0.2&percnt,0.6&percnt,0.0&percnt,0.0&percnt,0.3&percnt,1.9&percnt,30&percnt,7&percnt,14&percnt,49&percnt,2.8&percnt,0.0&percnt,5.6&percnt,0.5&percnt,85.5&percnt,0.0&percnt,5.6&percnt,6&percnt,39&percnt,10&percnt,38&percnt,7&percnt,0&percnt,0&percnt,91&percnt,0&percnt,9&percnt
187,81235,802,1,"1,008","$265,200",539.78,0.90,345,"$56,029",47,95.3&percnt,0.4&percnt,0.7&percnt,0.4&percnt,0.0&percnt,1.4&percnt,1.9&percnt,15&percnt,9&percnt,10&percnt,66&percnt,2.3&percnt,0.2&percnt,2.6&percnt,0.0&percnt,94.6&percnt,0.0&percnt,0.5&percnt,7&percnt,48&percnt,5&percnt,24&percnt,11&percnt,4&percnt,2&percnt,64&percnt,36&percnt,0&percnt
188,81146,531,2,295,"$151,200",225.94,0.03,230,"$49,688",46,91.1&percnt,0.2&percnt,0.4&percnt,0.9&percnt,0.0&percnt,4.5&percnt,2.8&percnt,35&percnt,27&percnt,16&percnt,22&percnt,8&percnt,0&percnt,3&percnt,0&percnt,60&percnt,0&percnt,29&percnt,8&percnt,52&percnt,7&percnt,20&percnt,9&percnt,4&percnt,0&percnt,88&percnt,0&percnt,12&percnt
189,80815,911,2,538,"$111,400",525.60,1.25,424,"$48,203",47,97.9&percnt,0.2&percnt,0.0&percnt,0.1&percnt,0.0&percnt,1.1&percnt,0.7&percnt,25&percnt,29&percnt,25&percnt,21&percnt,12&percnt,1&percnt,5&percnt,7&percnt,11&percnt,0&percnt,63&percnt,9&percnt,57&percnt,17&percnt,12&percnt,4&percnt,0&percnt,0&percnt,80&percnt,9&percnt,11&percnt
190,80819,921,111,720,"$200,800",8.28,0.00,413,"$47,614",47,90.6&percnt,1.3&percnt,1.0&percnt,0.7&percnt,0.0&percnt,2.0&percnt,4.6&percnt,25&percnt,14&percnt,18&percnt,43&percnt,14.7&percnt,0.7&percnt,2.9&percnt,0.3&percnt,74.6&percnt,0.0&percnt,6.8&percnt,0.0&percnt,55.2&percnt,8.3&percnt,19.1&percnt,12.8&percnt,0.6&percnt,3.9&percnt,75&percnt,0&percnt,25&percnt
191,81143,672,2,433,"$79,200",329.49,0.14,308,"$34,792",47,91.5&percnt,0.1&percnt,1.5&percnt,0.4&percnt,0.0&percnt,3.3&percnt,3.1&percnt,31&percnt,23&percnt,17&percnt,29&percnt,10&percnt,1&percnt,14&percnt,0&percnt,36&percnt,0&percnt,39&percnt,12&percnt,57&percnt,9&percnt,17&percnt,5&percnt,0&percnt,0&percnt,94.8&percnt,0.0&percnt,5.2&percnt
192,80653,791,6,543,"$120,400",124.97,5.44,319,"$41,094",46,94.8&percnt,0.1&percnt,0.0&percnt,0.1&percnt,0.1&percnt,4.0&percnt,0.8&percnt,27&percnt,16&percnt,15&percnt,41&percnt,1.8&percnt,0.0&percnt,4.0&percnt,1.3&percnt,84.4&percnt,0.4&percnt,8.0&percnt,20&percnt,65&percnt,9&percnt,3&percnt,3&percnt,0&percnt,0&percnt,93&percnt,0&percnt,7&percnt
193,81130,671,1,"1,350","$267,900",946.07,5.50,339,"$55,795",53,97.5&percnt,0.3&percnt,0.6&percnt,0.1&percnt,0.0&percnt,0.3&percnt,1.2&percnt,10&percnt,11&percnt,4&percnt,75&percnt,2.0&percnt,0.1&percnt,1.5&percnt,0.3&percnt,94.9&percnt,0.2&percnt,1.1&percnt,4&percnt,51&percnt,5&percnt,25&percnt,9&percnt,3&percnt,3&percnt,77&percnt,23&percnt,0&percnt
194,81025,"1,071",2,577,"$104,000",548.49,1.51,440,"$31,635",46,88.7&percnt,0.4&percnt,1.1&percnt,0.6&percnt,0.0&percnt,6.6&percnt,2.6&percnt,28&percnt,26&percnt,21&percnt,24&percnt,7.3&percnt,0.0&percnt,6.6&percnt,2.2&percnt,4.4&percnt,0.7&percnt,78.8&percnt,18.6&percnt,55.2&percnt,8.7&percnt,12.7&percnt,2.7&percnt,1.6&percnt,0.4&percnt,75&percnt,10&percnt,15&percnt
195,80832,666,3,328,"$123,200",239.19,0.04,271,"$46,691",45,95.5&percnt,0.3&percnt,0.5&percnt,0.2&percnt,0.0&percnt,0.9&percnt,2.7&percnt,51&percnt,20&percnt,12&percnt,17&percnt,7&percnt,5&percnt,11&percnt,2&percnt,16&percnt,0&percnt,60&percnt,6.9&percnt,59.8&percnt,10.9&percnt,13.6&percnt,6.9&percnt,1.1&percnt,0.8&percnt,72&percnt,19&percnt,9&percnt
196,80427,822,56,630,"$172,300",14.63,0.00,416,"$39,537",49,90.3&percnt,2.1&percnt,1.8&percnt,3.2&percnt,0.2&percnt,1.0&percnt,1.5&percnt,21&percnt,10&percnt,35&percnt,34&percnt,13&percnt,0&percnt,6&percnt,1&percnt,59&percnt,0&percnt,22&percnt,5&percnt,64&percnt,14&percnt,10&percnt,5&percnt,1&percnt,2&percnt,76&percnt,0&percnt,24&percnt
197,80483,585,7,305,"$210,000",86.97,0.07,237,"$54,545",41,93.8&percnt,0.2&percnt,0.3&percnt,0.2&percnt,0.3&percnt,3.4&percnt,1.7&percnt,38&percnt,19&percnt,20&percnt,22&percnt,12&percnt,3&percnt,3&percnt,1&percnt,60&percnt,0&percnt,21&percnt,9&percnt,56&percnt,10&percnt,12&percnt,8&percnt,5&percnt,1&percnt,92&percnt,0&percnt,8&percnt
198,80827,549,2,801,"$327,900",241.66,4.86,262,"$51,952",55,93&percnt,0&percnt,2&percnt,2&percnt,0&percnt,1&percnt,3&percnt,16&percnt,12&percnt,4&percnt,67&percnt,0.4&percnt,0.2&percnt,1.7&percnt,1.1&percnt,87.8&percnt,0.0&percnt,8.9&percnt,13&percnt,51&percnt,6&percnt,10&percnt,11&percnt,2&percnt,6&percnt,,,
199,81091,812,2,699,"$211,800",432.05,0.29,372,"$58,795",55,88.5&percnt,0.2&percnt,3.4&percnt,0.7&percnt,0.0&percnt,3.8&percnt,3.2&percnt,22&percnt,21&percnt,11&percnt,47&percnt,4&percnt,0&percnt,6&percnt,3&percnt,63&percnt,0&percnt,25&percnt,10.8&percnt,61.3&percnt,11.7&percnt,10.7&percnt,5.0&percnt,0.5&percnt,0.0&percnt,86&percnt,5&percnt,9&percnt
200,80833,754,2,366,"$177,800",473.53,0.70,299,"$40,104",44,89.1&percnt,0.4&percnt,1.1&percnt,0.4&percnt,0.1&percnt,5.4&percnt,3.4&percnt,42&percnt,22&percnt,17&percnt,18&percnt,4&percnt,0&percnt,13&percnt,0&percnt,21&percnt,1&percnt,60&percnt,17&percnt,64&percnt,11&percnt,4&percnt,4&percnt,0&percnt,0&percnt,91&percnt,0&percnt,9&percnt
201,80428,706,2,611,"$292,100",308.29,1.95,300,"$73,611",45,97.6&percnt,0.0&percnt,0.3&percnt,0.3&percnt,0.0&percnt,0.8&percnt,1.0&percnt,33&percnt,9&percnt,8&percnt,51&percnt,1.9&percnt,0.3&percnt,3.9&percnt,0.0&percnt,87.1&percnt,0.3&percnt,6.4&percnt,2&percnt,53&percnt,10&percnt,3&percnt,22&percnt,10&percnt,0&percnt,100&percnt,0&percnt,0&percnt
202,81422,692,3,403,"$117,500",268.11,0.00,317,"$41,518",45,97.0&percnt,0.0&percnt,0.4&percnt,0.0&percnt,0.0&percnt,0.7&percnt,1.9&percnt,26&percnt,29&percnt,24&percnt,21&percnt,15&percnt,2&percnt,15&percnt,16&percnt,21&percnt,0&percnt,30&percnt,16&percnt,67&percnt,7&percnt,7&percnt,2&percnt,0&percnt,0&percnt,70&percnt,7&percnt,23&percnt
203,81231,715,"11,393",5,,0.06,0.00,3,,20,90.5&percnt,1.7&percnt,0.6&percnt,0.6&percnt,0.0&percnt,1.5&percnt,5.2&percnt,0&percnt,0&percnt,60&percnt,40&percnt,100&percnt,0&percnt,0&percnt,0&percnt,0&percnt,0&percnt,0&percnt,,,,,,,,,,
204,80456,620,3,"1,343","$220,700",231.34,0.59,324,"$33,021",55,97.1&percnt,0.2&percnt,0.8&percnt,0.5&percnt,0.0&percnt,0.2&percnt,1.3&percnt,14&percnt,7&percnt,3&percnt,76&percnt,0.3&percnt,0.1&percnt,1.2&percnt,0.0&percnt,95.1&percnt,0.0&percnt,3.3&percnt,1&percnt,50&percnt,7&percnt,36&percnt,5&percnt,0&percnt,0&percnt,66&percnt,34&percnt,0&percnt
205,81253,410,3,270,"$185,800",128.63,0.11,196,"$50,511",53,97.8&percnt,0.2&percnt,0.2&percnt,0.0&percnt,0.0&percnt,0.2&percnt,1.5&percnt,36&percnt,26&percnt,10&percnt,27&percnt,1&percnt,0&percnt,3&percnt,0&percnt,64&percnt,0&percnt,32&percnt,4&percnt,65&percnt,6&percnt,10&percnt,14&percnt,0&percnt,0&percnt,63&percnt,37&percnt,0&percnt
206,80436,565,46,290,"$280,000",12.24,0.03,234,"$61,897",43,95.6&percnt,0.7&percnt,1.1&percnt,0.0&percnt,0.2&percnt,1.2&percnt,1.2&percnt,47&percnt,20&percnt,14&percnt,19&percnt,4&percnt,0&percnt,2&percnt,0&percnt,80&percnt,0&percnt,14&percnt,100&percnt,0&percnt,0&percnt,,,,,,,
207,80652,574,3,247,"$170,700",187.30,0.11,212,"$68,661",39,91.8&percnt,0.2&percnt,0.7&percnt,0.2&percnt,0.0&percnt,5.9&percnt,1.2&percnt,35&percnt,21&percnt,30&percnt,14&percnt,9&percnt,0&percnt,26&percnt,11&percnt,6&percnt,3&percnt,46&percnt,11&percnt,66&percnt,0&percnt,9&percnt,9&percnt,4&percnt,0&percnt,100&percnt,0&percnt,0&percnt
208,81059,651,1,112,"$108,000","1,099.75",0.16,74,"$51,250",34,76.5&percnt,17.2&percnt,3.2&percnt,0.9&percnt,0.0&percnt,1.7&percnt,0.5&percnt,21&percnt,32&percnt,13&percnt,34&percnt,0&percnt,0&percnt,5&percnt,3&percnt,29&percnt,0&percnt,63&percnt,30&percnt,57&percnt,10&percnt,1&percnt,1&percnt,0&percnt,0&percnt,100&percnt,0&percnt,0&percnt
209,80860,594,8,565,"$99,300",75.19,0.44,306,"$34,464",49,92.1&percnt,0.3&percnt,2.0&percnt,0.5&percnt,0.0&percnt,2.2&percnt,2.9&percnt,22&percnt,13&percnt,19&percnt,46&percnt,9.7&percnt,0.4&percnt,10.8&percnt,0.8&percnt,67.6&percnt,0.8&percnt,10.0&percnt,6.2&percnt,63.4&percnt,10.6&percnt,16.4&percnt,3.1&percnt,0.0&percnt,0.2&percnt,98&percnt,0&percnt,2&percnt
210,81433,659,2,578,"$237,800",306.27,0.75,325,"$39,306",44,92.3&percnt,0.0&percnt,0.3&percnt,1.2&percnt,0.0&percnt,3.9&percnt,2.3&percnt,20&percnt,15&percnt,22&percnt,44&percnt,8.3&percnt,0.0&percnt,3.2&percnt,0.8&percnt,77.9&percnt,0.0&percnt,9.9&percnt,5.9&percnt,62.8&percnt,7.1&percnt,18.3&percnt,5.5&percnt,0.0&percnt,0.4&percnt,96&percnt,0&percnt,4&percnt
211,80727,425,2,213,"$76,800",205.28,0.04,173,"$33,750",42,89.6&percnt,0.0&percnt,0.2&percnt,0.2&percnt,0.0&percnt,9.6&percnt,0.2&percnt,29&percnt,23&percnt,30&percnt,19&percnt,13&percnt,0&percnt,3&percnt,0&percnt,18&percnt,0&percnt,68&percnt,20&percnt,67&percnt,10&percnt,3&percnt,0&percnt,0&percnt,0&percnt,93&percnt,2&percnt,5&percnt
212,80726,381,2,223,"$159,800",157.98,1.14,173,"$54,561",51,93.4&percnt,0.0&percnt,0.3&percnt,0.0&percnt,0.0&percnt,3.9&percnt,2.4&percnt,34&percnt,23&percnt,21&percnt,22&percnt,6&percnt,0&percnt,2&percnt,0&percnt,36&percnt,0&percnt,56&percnt,12&percnt,66&percnt,13&percnt,6&percnt,3&percnt,0&percnt,0&percnt,83&percnt,0&percnt,17&percnt
213,80736,648,6,320,"$123,800",113.78,0.07,264,"$41,607",41,95.1&percnt,0.8&percnt,0.2&percnt,0.0&percnt,0.0&percnt,2.5&percnt,1.5&percnt,35&percnt,22&percnt,25&percnt,18&percnt,27&percnt,0&percnt,9&percnt,2&percnt,20&percnt,0&percnt,43&percnt,3&percnt,57&percnt,12&percnt,26&percnt,2&percnt,0&percnt,0&percnt,92&percnt,0&percnt,8&percnt
214,80733,529,17,235,"$109,900",31.60,2.71,205,"$53,750",42,90.0&percnt,0.2&percnt,1.5&percnt,0.0&percnt,0.0&percnt,6.0&percnt,2.3&percnt,49&percnt,20&percnt,19&percnt,13&percnt,30&percnt,0&percnt,10&percnt,3&percnt,13&percnt,0&percnt,43&percnt,16&percnt,58&percnt,12&percnt,10&percnt,3&percnt,0&percnt,1&percnt,72&percnt,15&percnt,13&percnt
215,80101,392,2,193,"$227,900",234.84,0.00,161,"$46,719",51,93.1&percnt,0.5&percnt,0.3&percnt,0.5&percnt,0.0&percnt,2.0&percnt,3.6&percnt,46&percnt,21&percnt,17&percnt,17&percnt,9&percnt,3&percnt,13&percnt,6&percnt,25&percnt,0&percnt,44&percnt,2&percnt,61&percnt,8&percnt,24&percnt,5&percnt,0&percnt,0&percnt,70&percnt,0&percnt,30&percnt
216,80438,486,9,387,"$154,200",55.67,0.19,261,"$36,786",48,94&percnt,1&percnt,1&percnt,0&percnt,0&percnt,2&percnt,1&percnt,26&percnt,19&percnt,23&percnt,33&percnt,9.5&percnt,0.8&percnt,4.8&percnt,1.6&percnt,73.0&percnt,0.8&percnt,9.5&percnt,2&percnt,65&percnt,17&percnt,9&percnt,5&percnt,2&percnt,0&percnt,67&percnt,21&percnt,13&percnt
217,81242,606,273,286,"$192,100",2.22,0.00,252,"$41,154",36,94.2&percnt,0.3&percnt,1.0&percnt,0.3&percnt,0.5&percnt,0.7&percnt,3.0&percnt,46&percnt,10&percnt,32&percnt,12&percnt,12&percnt,0&percnt,41&percnt,9&percnt,26&percnt,0&percnt,12&percnt,14.7&percnt,46.9&percnt,9.7&percnt,20.0&percnt,5.4&percnt,3.0&percnt,0.3&percnt,84&percnt,7&percnt,9&percnt
218,80825,422,1,262,"$78,900",659.28,2.40,175,"$65,441",42,90.0&percnt,1.7&percnt,1.2&percnt,0.5&percnt,0.2&percnt,5.7&percnt,0.7&percnt,25&percnt,28&percnt,14&percnt,33&percnt,3&percnt,0&percnt,6&percnt,1&percnt,3&percnt,0&percnt,86&percnt,8&percnt,57&percnt,15&percnt,18&percnt,2&percnt,0&percnt,0&percnt,97&percnt,3&percnt,0&percnt
219,80914,386,546,0,,0.71,0.00,0,,21,70.7&percnt,18.1&percnt,0.3&percnt,5.4&percnt,0.3&percnt,1.6&percnt,3.6&percnt,57&percnt,4&percnt,0&percnt,0&percnt,0&percnt,100&percnt,0&percnt,0&percnt,0&percnt,0&percnt,0&percnt,,,,,,,,,,
220,80805,453,3,193,"$106,800",167.67,0.02,171,"$44,464",38,88.7&percnt,0.2&percnt,0.7&percnt,0.2&percnt,0.0&percnt,8.2&percnt,2.0&percnt,35&percnt,33&percnt,21&percnt,11&percnt,5&percnt,0&percnt,9&percnt,0&percnt,9&percnt,5&percnt,73&percnt,20&percnt,54&percnt,10&percnt,14&percnt,2&percnt,0&percnt,0&percnt,95&percnt,0&percnt,5&percnt
221,80481,572,8,517,"$378,500",71.57,1.32,271,"$103,750",45,95.8&percnt,0.9&percnt,1.0&percnt,0.7&percnt,0.0&percnt,0.0&percnt,1.6&percnt,31&percnt,11&percnt,10&percnt,48&percnt,0.4&percnt,0.0&percnt,6.9&percnt,0.0&percnt,84.1&percnt,0.0&percnt,8.5&percnt,0.4&percnt,30.6&percnt,20.8&percnt,23.5&percnt,10.8&percnt,9.4&percnt,4.5&percnt,77&percnt,23&percnt,0&percnt
222,80735,405,1,196,"$164,200",292.88,2.97,159,"$52,500",35,91.6&percnt,0.2&percnt,2.2&percnt,0.0&percnt,0.2&percnt,4.2&percnt,1.5&percnt,19&percnt,32&percnt,30&percnt,19&percnt,5&percnt,3&percnt,3&percnt,0&percnt,32&percnt,0&percnt,57&percnt,16&percnt,52&percnt,13&percnt,16&percnt,3&percnt,0&percnt,0&percnt,73&percnt,18&percnt,9&percnt
223,80722,349,10,168,"$207,700",34.52,0.02,146,"$62,813",48,95.4&percnt,0.0&percnt,1.1&percnt,0.3&percnt,0.0&percnt,1.7&percnt,1.4&percnt,38&percnt,30&percnt,19&percnt,13&percnt,9&percnt,0&percnt,5&percnt,14&percnt,18&percnt,0&percnt,55&percnt,4&percnt,74&percnt,7&percnt,13&percnt,1&percnt,0&percnt,0&percnt,100&percnt,0&percnt,0&percnt
224,81327,639,19,296,"$207,100",34.49,0.73,261,"$50,781",47,96.2&percnt,0.0&percnt,0.8&percnt,0.0&percnt,0.0&percnt,1.4&percnt,1.6&percnt,45&percnt,32&percnt,11&percnt,12&percnt,3&percnt,0&percnt,11&percnt,0&percnt,43&percnt,0&percnt,43&percnt,7&percnt,69&percnt,2&percnt,11&percnt,11&percnt,0&percnt,0&percnt,90&percnt,10&percnt,0&percnt
225,81643,793,4,560,"$299,500",216.15,0.43,342,"$43,000",52,97.1&percnt,0.0&percnt,0.6&percnt,0.4&percnt,0.0&percnt,0.3&percnt,1.6&percnt,32&percnt,18&percnt,11&percnt,39&percnt,5&percnt,0&percnt,4&percnt,0&percnt,88&percnt,0&percnt,4&percnt,7&percnt,57&percnt,7&percnt,16&percnt,7&percnt,1&percnt,4&percnt,76&percnt,13&percnt,11&percnt
226,80818,343,1,184,"$118,800",289.12,1.25,140,"$41,250",44,96&percnt,2&percnt,0&percnt,0&percnt,0&percnt,0&percnt,2&percnt,28&percnt,29&percnt,20&percnt,24&percnt,9&percnt,0&percnt,9&percnt,0&percnt,7&percnt,0&percnt,75&percnt,8&percnt,62&percnt,6&percnt,19&percnt,4&percnt,0&percnt,0&percnt,81&percnt,13&percnt,6&percnt
227,80744,488,4,276,"$58,600",129.82,0.05,215,"$41,667",49,90.6&percnt,0.0&percnt,0.2&percnt,1.0&percnt,0.0&percnt,4.9&percnt,3.3&percnt,28&percnt,32&percnt,18&percnt,22&percnt,10&percnt,2&percnt,5&percnt,2&percnt,15&percnt,0&percnt,67&percnt,16.1&percnt,68.1&percnt,4.1&percnt,10.6&percnt,0.5&percnt,0.0&percnt,0.5&percnt,86&percnt,8&percnt,5&percnt
228,80468,391,1,315,"$362,900",383.88,2.57,175,"$54,583",40,95.7&percnt,0.0&percnt,0.5&percnt,0.3&percnt,0.0&percnt,2.0&percnt,1.5&percnt,30&percnt,15&percnt,11&percnt,44&percnt,8&percnt,0&percnt,3&percnt,0&percnt,81&percnt,1&percnt,7&percnt,2&percnt,61&percnt,0&percnt,37&percnt,0&percnt,0&percnt,0&percnt,100&percnt,0&percnt,0&percnt
